	['Date', 'Cash', 'Stock']
1863	['2023-02-11' 10740.0 45301.0]
1864	['2023-02-12' 10740.0 45301.0]
1865	['2023-02-13' 10850.0 45301.0]
1866	['2023-02-14' 10880.0 45301.0]
1867	['2023-02-15' 10880.0 45301.0]
1868	['2023-02-16' 11040.0 45301.0]
1869	['2023-02-17' 11040.0 57434.0]
1870	['2023-02-18' 11040.0 57434.0]
1871	['2023-02-19' 11040.0 57434.0]
1872	['2023-02-20' 11000.0 57434.0]
1873	['2023-02-21' 10880.0 57434.0]
1874	['2023-02-22' 10870.0 57434.0]
1875	['2023-02-23' 10890.0 57434.0]
1876	['2023-02-24' 10590.0 88801.0]
1877	['2023-02-25' 10590.0 88801.0]
1878	['2023-02-26' 10590.0 88801.0]
1879	['2023-02-27' 10560.0 88801.0]
1880	['2023-02-28' 10590.0 88801.0]
1881	['2023-03-01' 10600.0 88801.0]
1882	['2023-03-02' 10700.0 88801.0]
1883	['2023-03-03' 10670.0 112601.0]
1884	['2023-03-04' 10670.0 112601.0]
1885	['2023-03-05' 10670.0 112601.0]
1886	['2023-03-06' 10630.0 112601.0]
1887	['2023-03-07' 10490.0 112601.0]
1888	['2023-03-08' 10350.0 112601.0]
1889	['2023-03-09' 10100.0 112601.0]
1890	['2023-03-10' 9750.0 105901.0]
1891	['2023-03-11' 9750.0 105901.0]
1892	['2023-03-12' 9750.0 105901.0]
1893	['2023-03-13' 9690.0 105901.0]
1894	['2023-03-14' 9640.0 105901.0]
1895	['2023-03-15' 9560.0 105901.0]
1896	['2023-03-16' 9300.0 105901.0]
1897	['2023-03-17' 9370.0 107667.0]
1898	['2023-03-18' 9370.0 107667.0]
1899	['2023-03-19' 9370.0 107667.0]
1900	['2023-03-20' 9290.0 107667.0]
1901	['2023-03-21' 9190.0 107667.0]
1902	['2023-03-22' 9040.0 107667.0]
1903	['2023-03-23' 8900.0 107667.0]
1904	['2023-03-24' 8750.0 123401.0]
1905	['2023-03-25' 8750.0 123401.0]
1906	['2023-03-26' 8750.0 123401.0]
1907	['2023-03-27' 8820.0 123401.0]
1908	['2023-03-28' 8970.0 123401.0]
1909	['2023-03-29' 8900.0 123401.0]
1910	['2023-03-30' 8900.0 123401.0]
1911	['2023-03-31' 9140.0 159167.0]
1912	['2023-04-01' 9140.0 159167.0]
1913	['2023-04-02' 9140.0 159167.0]
1914	['2023-04-03' 9150.0 159167.0]
1915	['2023-04-04' 9110.0 159167.0]
1916	['2023-04-05' 9110.0 159167.0]
1917	['2023-04-06' 9190.0 159167.0]
1918	['2023-04-07' 9040.0 212467.0]
1919	['2023-04-08' 9040.0 212467.0]
1920	['2023-04-09' 9040.0 212467.0]
1921	['2023-04-10' 8960.0 212467.0]
1922	['2023-04-11' 9100.0 212467.0]
1923	['2023-04-12' 8970.0 212467.0]
1924	['2023-04-13' 8930.0 212467.0]
1925	['2023-04-14' 8950.0 243034.0]
1926	['2023-04-15' 8950.0 243034.0]
1927	['2023-04-16' 8950.0 243034.0]
1928	['2023-04-17' 8900.0 243034.0]
1929	['2023-04-18' 8940.0 243034.0]
1930	['2023-04-19' 9110.0 243034.0]
1931	['2023-04-20' 8780.0 243034.0]
1932	['2023-04-21' 8720.0 257734.0]
1933	['2023-04-22' 8720.0 257734.0]
1934	['2023-04-23' 8720.0 257734.0]
1935	['2023-04-24' 8720.0 257734.0]
1936	['2023-04-25' 8590.0 257734.0]
1937	['2023-04-26' 8500.0 257734.0]
1938	['2023-04-27' 8410.0 257734.0]
1939	['2023-04-28' 8420.0 286901.0]
1940	['2023-04-29' 8420.0 286901.0]
1941	['2023-04-30' 8420.0 286901.0]
1942	['2023-05-01' 8420.0 286901.0]
1943	['2023-05-02' 8420.0 286901.0]
1944	['2023-05-03' 8420.0 286901.0]
1945	['2023-05-04' 8440.0 286901.0]
1946	['2023-05-05' 8250.0 328334.0]
1947	['2023-05-06' 8250.0 328334.0]
1948	['2023-05-07' 8250.0 328334.0]
1949	['2023-05-08' 8360.0 328334.0]
1950	['2023-05-09' 8400.0 328334.0]
1951	['2023-05-10' 8400.0 328334.0]
1952	['2023-05-11' 8260.0 328334.0]
1953	['2023-05-12' 8170.0 340834.0]
1954	['2023-05-13' 8170.0 340834.0]
1955	['2023-05-14' 8170.0 340834.0]
1956	['2023-05-15' 8230.0 340834.0]
1957	['2023-05-16' 8250.0 340834.0]
1958	['2023-05-17' 8060.0 340834.0]
1959	['2023-05-18' 8010.0 340834.0]
1960	['2023-05-19' 8110.0 336767.0]
1961	['2023-05-20' 8110.0 336767.0]
1962	['2023-05-21' 8110.0 336767.0]
1963	['2023-05-22' 7950.0 336767.0]
1964	['2023-05-23' 7890.0 336767.0]
1965	['2023-05-24' 7910.0 336767.0]
1966	['2023-05-25' 7930.0 336767.0]
1967	['2023-05-26' 7980.0 367667.0]
1968	['2023-05-27' 7980.0 367667.0]
1969	['2023-05-28' 7980.0 367667.0]
1970	['2023-05-29' 8020.0 367667.0]
1971	['2023-05-30' 7920.0 367667.0]
1972	['2023-05-31' 7670.0 367667.0]
1973	['2023-06-01' 7760.0 367667.0]
1974	['2023-06-02' 7880.0 384401.0]
1975	['2023-06-03' 7880.0 384401.0]
1976	['2023-06-04' 7880.0 384401.0]
1977	['2023-06-05' 7920.0 384401.0]
1978	['2023-06-06' 7900.0 384401.0]
1979	['2023-06-07' 7910.0 384401.0]
1980	['2023-06-08' 7810.0 384401.0]
1981	['2023-06-09' 8090.0 409667.0]
1982	['2023-06-10' 8090.0 409667.0]
1983	['2023-06-11' 8090.0 409667.0]
1984	['2023-06-12' 8150.0 409667.0]
1985	['2023-06-13' 8180.0 409667.0]
1986	['2023-06-14' 8320.0 409667.0]
1987	['2023-06-15' 8370.0 409667.0]
1988	['2023-06-16' 8670.0 408101.0]
1989	['2023-06-17' 8670.0 408101.0]
1990	['2023-06-18' 8670.0 408101.0]
1991	['2023-06-19' 8700.0 408101.0]
1992	['2023-06-20' 8810.0 408101.0]
1993	['2023-06-21' 8630.0 408101.0]
1994	['2023-06-22' 8630.0 408101.0]
1995	['2023-06-23' 8630.0 403867.0]
1996	['2023-06-24' 8630.0 403867.0]
1997	['2023-06-25' 8630.0 403867.0]
1998	['2023-06-26' 8660.0 403867.0]
1999	['2023-06-27' 8860.0 403867.0]
2000	['2023-06-28' 8900.0 403867.0]
2001	['2023-06-29' 8810.0 403867.0]
2002	['2023-06-30' 8980.0 383634.0]
2003	['2023-07-01' 8980.0 383634.0]
2004	['2023-07-02' 8980.0 383634.0]
2005	['2023-07-03' 9400.0 383634.0]
2006	['2023-07-04' 9420.0 383634.0]
2007	['2023-07-05' 9300.0 383634.0]
2008	['2023-07-06' 9500.0 383634.0]
2009	['2023-07-07' 9430.0 344234.0]
2010	['2023-07-08' 9430.0 344234.0]
2011	['2023-07-09' 9430.0 344234.0]
2012	['2023-07-10' 9430.0 344234.0]
2013	['2023-07-11' 9730.0 344234.0]
2014	['2023-07-12' 9830.0 344234.0]
2015	['2023-07-13' 9860.0 344234.0]
2016	['2023-07-14' 9910.0 336001.0]
2017	['2023-07-15' 9910.0 336001.0]
2018	['2023-07-16' 9910.0 336001.0]
2019	['2023-07-17' 9790.0 336001.0]
2020	['2023-07-18' 9810.0 336001.0]
2021	['2023-07-19' 9910.0 336001.0]
2022	['2023-07-20' 9970.0 336001.0]
2023	['2023-07-21' 10030.0 323634.0]
2024	['2023-07-22' 10030.0 323634.0]
2025	['2023-07-23' 10030.0 323634.0]
2026	['2023-07-24' 9820.0 323634.0]
2027	['2023-07-25' 9920.0 323634.0]
2028	['2023-07-26' 9940.0 323634.0]
2029	['2023-07-27' 9860.0 323634.0]
2030	['2023-07-28' 9700.0 341434.0]
2031	['2023-07-29' 9700.0 341434.0]
2032	['2023-07-30' 9700.0 341434.0]
2033	['2023-07-31' 9450.0 341434.0]
2034	['2023-08-01' 9440.0 341434.0]
2035	['2023-08-02' 9510.0 341434.0]
2036	['2023-08-03' 9360.0 341434.0]
2037	['2023-08-04' 9390.0 347567.0]
2038	['2023-08-05' 9390.0 347567.0]
2039	['2023-08-06' 9390.0 347567.0]
2040	['2023-08-07' 9410.0 347567.0]
2041	['2023-08-08' 9370.0 347567.0]
2042	['2023-08-09' 9390.0 347567.0]
2043	['2023-08-10' 9280.0 347567.0]
2044	['2023-08-11' 9220.0 335334.0]
2045	['2023-08-12' 9220.0 335334.0]
2046	['2023-08-13' 9220.0 335334.0]
2047	['2023-08-14' 9220.0 335334.0]
2048	['2023-08-15' 9300.0 335334.0]
2049	['2023-08-16' 9290.0 335334.0]
2050	['2023-08-17' 9360.0 335334.0]
2051	['2023-08-18' 9560.0 346067.0]
2052	['2023-08-19' 9560.0 346067.0]
2053	['2023-08-20' 9560.0 346067.0]
2054	['2023-08-21' 9550.0 346067.0]
2055	['2023-08-22' 9500.0 346067.0]
2056	['2023-08-23' 9420.0 346067.0]
2057	['2023-08-24' 9600.0 346067.0]
2058	['2023-08-25' 9660.0 368134.0]
2059	['2023-08-26' 9660.0 368134.0]
2060	['2023-08-27' 9660.0 368134.0]
2061	['2023-08-28' 9640.0 368134.0]
2062	['2023-08-29' 9740.0 368134.0]
2063	['2023-08-30' 9780.0 368134.0]
2064	['2023-08-31' 9740.0 368134.0]
2065	['2023-09-01' 9710.0 356301.0]
2066	['2023-09-02' 9710.0 356301.0]
2067	['2023-09-03' 9710.0 356301.0]
2068	['2023-09-04' 9570.0 356301.0]
2069	['2023-09-05' 9570.0 356301.0]
2070	['2023-09-06' 9490.0 356301.0]
2071	['2023-09-07' 9350.0 356301.0]
2072	['2023-09-08' 9210.0 354901.0]
2073	['2023-09-09' 9210.0 354901.0]
2074	['2023-09-10' 9210.0 354901.0]
2075	['2023-09-11' 9330.0 354901.0]
2076	['2023-09-12' 9210.0 354901.0]
2077	['2023-09-13' 9070.0 354901.0]
2078	['2023-09-14' 9190.0 354901.0]
2079	['2023-09-15' 9290.0 338034.0]
2080	['2023-09-16' 9290.0 338034.0]
2081	['2023-09-17' 9290.0 338034.0]
2082	['2023-09-18' 9140.0 338034.0]
2083	['2023-09-19' 9000.0 338034.0]
2084	['2023-09-20' 8970.0 338034.0]
2085	['2023-09-21' 8830.0 338034.0]
2086	['2023-09-22' 8860.0 317734.0]
2087	['2023-09-23' 8860.0 317734.0]
2088	['2023-09-24' 8860.0 317734.0]
2089	['2023-09-25' 8950.0 317734.0]
2090	['2023-09-26' 8900.0 317734.0]
2091	['2023-09-27' 8870.0 317734.0]
2092	['2023-09-28' 9000.0 317734.0]
2093	['2023-09-29' 9000.0 311884.0]
2094	['2023-09-30' 9000.0 311884.0]
2095	['2023-10-01' 9000.0 311884.0]
2096	['2023-10-02' 9000.0 311884.0]
2097	['2023-10-03' 9000.0 311884.0]
2098	['2023-10-04' 9000.0 311884.0]
2099	['2023-10-05' 9000.0 311884.0]
2100	['2023-10-06' 9000.0 307901.0]
2101	['2023-10-07' 9000.0 307901.0]
2102	['2023-10-08' 9000.0 307901.0]
2103	['2023-10-09' 9000.0 307901.0]
2104	['2023-10-10' 8870.0 307901.0]
2105	['2023-10-11' 8770.0 307901.0]
2106	['2023-10-12' 8920.0 307901.0]
2107	['2023-10-13' 9120.0 296701.0]
2108	['2023-10-14' 9120.0 296701.0]
2109	['2023-10-15' 9120.0 296701.0]
2110	['2023-10-16' 9180.0 296701.0]
2111	['2023-10-17' 9200.0 296701.0]
2112	['2023-10-18' 9160.0 296701.0]
2113	['2023-10-19' 9060.0 296701.0]
2114	['2023-10-20' 8780.0 292001.0]
2115	['2023-10-21' 8780.0 292001.0]
2116	['2023-10-22' 8780.0 292001.0]
2117	['2023-10-23' 8780.0 292001.0]
2118	['2023-10-24' 8560.0 292001.0]
2119	['2023-10-25' 8550.0 292001.0]
2120	['2023-10-26' 8580.0 292001.0]
2121	['2023-10-27' 8600.0 274201.0]
2122	['2023-10-28' 8600.0 274201.0]
2123	['2023-10-29' 8600.0 274201.0]
2124	['2023-10-30' 8630.0 274201.0]
2125	['2023-10-31' 8480.0 274201.0]
2126	['2023-11-01' 8530.0 274201.0]
2127	['2023-11-02' 8610.0 274201.0]
2128	['2023-11-03' 8690.0 273701.0]
2129	['2023-11-04' 8690.0 273701.0]
2130	['2023-11-05' 8690.0 273701.0]
2131	['2023-11-06' 8660.0 273701.0]
2132	['2023-11-07' 8590.0 273701.0]
2133	['2023-11-08' 8640.0 273701.0]
2134	['2023-11-09' 8540.0 273701.0]
2135	['2023-11-10' 8530.0 269801.0]
2136	['2023-11-11' 8530.0 269801.0]
2137	['2023-11-12' 8530.0 269801.0]
2138	['2023-11-13' 8630.0 269801.0]
2139	['2023-11-14' 8800.0 269801.0]
2140	['2023-11-15' 8850.0 269801.0]
2141	['2023-11-16' 8710.0 269801.0]
2142	['2023-11-17' 8540.0 287601.0]
2143	['2023-11-18' 8540.0 287601.0]
2144	['2023-11-19' 8540.0 287601.0]
2145	['2023-11-20' 8630.0 287601.0]
2146	['2023-11-21' 8720.0 287601.0]
2147	['2023-11-22' 8680.0 287601.0]
2148	['2023-11-23' 8560.0 287601.0]
2149	['2023-11-24' 8520.0 288801.0]
2150	['2023-11-25' 8520.0 288801.0]
2151	['2023-11-26' 8520.0 288801.0]
2152	['2023-11-27' 8510.0 288801.0]
2153	['2023-11-28' 8650.0 288801.0]
2154	['2023-11-29' 8660.0 288801.0]
2155	['2023-11-30' 8610.0 288801.0]
2156	['2023-12-01' 8430.0 314701.0]
2157	['2023-12-02' 8430.0 314701.0]
2158	['2023-12-03' 8430.0 314701.0]
2159	['2023-12-04' 8380.0 314701.0]
2160	['2023-12-05' 8340.0 314701.0]
2161	['2023-12-06' 8110.0 314701.0]
2162	['2023-12-07' 7950.0 314701.0]
2163	['2023-12-08' 8110.0 332601.0]
2164	['2023-12-09' 8110.0 332601.0]
2165	['2023-12-10' 8110.0 332601.0]
2166	['2023-12-11' 8260.0 332601.0]
2167	['2023-12-12' 8280.0 332601.0]
2168	['2023-12-13' 8200.0 332601.0]
2169	['2023-12-14' 8140.0 332601.0]
2170	['2023-12-15' 8160.0 335501.0]
2171	['2023-12-16' 8160.0 335501.0]
2172	['2023-12-17' 8160.0 335501.0]
2173	['2023-12-18' 8120.0 335501.0]
2174	['2023-12-19' 8060.0 335501.0]
2175	['2023-12-20' 8040.0 335501.0]
2176	['2023-12-21' 8070.0 335501.0]
2177	['2023-12-22' 8080.0 376201.0]
2178	['2023-12-23' 8080.0 376201.0]
2179	['2023-12-24' 8080.0 376201.0]
2180	['2023-12-25' 8150.0 376201.0]
2181	['2023-12-26' 8160.0 376201.0]
2182	['2023-12-27' 8200.0 376201.0]
2183	['2023-12-28' 8190.0 376201.0]
2184	['2023-12-29' 8110.0 361001.0]
2185	['2023-12-30' 8110.0 361001.0]
2186	['2023-12-31' 8110.0 361001.0]
2187	['2024-01-01' 8110.0 361001.0]
2188	['2024-01-02' 7980.0 361001.0]
2189	['2024-01-03' 7850.0 361001.0]
2190	['2024-01-04' 7890.0 361001.0]
2191	['2024-01-05' 7890.0 358701.0]
2192	['2024-01-06' 7890.0 358701.0]
2193	['2024-01-07' 7890.0 358701.0]
2194	['2024-01-08' 7890.0 358701.0]
2195	['2024-01-09' 7950.0 358701.0]
2196	['2024-01-10' 8050.0 358701.0]
2197	['2024-01-11' 8070.0 358701.0]
2198	['2024-01-12' 8030.0 350101.0]
2199	['2024-01-13' 8030.0 350101.0]
2200	['2024-01-14' 8030.0 350101.0]
2201	['2024-01-15' 8090.0 350101.0]
2202	['2024-01-16' 8120.0 350101.0]
2203	['2024-01-17' 8020.0 350101.0]
2204	['2024-01-18' 7980.0 350101.0]
2205	['2024-01-19' 8100.0 340401.0]
2206	['2024-01-20' 8100.0 340401.0]
2207	['2024-01-21' 8100.0 340401.0]
2208	['2024-01-22' 8020.0 340401.0]
2209	['2024-01-23' 8040.0 340401.0]
2210	['2024-01-24' 8140.0 340401.0]
2211	['2024-01-25' 8090.0 340401.0]
2212	['2024-01-26' 7990.0 326201.0]
2213	['2024-01-27' 7990.0 326201.0]
2214	['2024-01-28' 7990.0 326201.0]
2215	['2024-01-29' 7900.0 326201.0]
2216	['2024-01-30' 7700.0 326201.0]
2217	['2024-01-31' 7630.0 326201.0]
2218	['2024-02-01' 7830.0 326201.0]
2219	['2024-02-02' 7800.0 305801.0]
2220	['2024-02-03' 7800.0 305801.0]
2221	['2024-02-04' 7800.0 305801.0]
2222	['2024-02-05' 7850.0 305801.0]
2223	['2024-02-06' 7830.0 305801.0]
2224	['2024-02-07' 7740.0 305801.0]
2225	['2024-02-08' 7800.0 305801.0]
2226	['2024-02-09' 7800.0 297201.0]
2227	['2024-02-10' 7800.0 297201.0]
2228	['2024-02-11' 7800.0 297201.0]
2229	['2024-02-12' 7800.0 297201.0]
2230	['2024-02-13' 7800.0 297201.0]
2231	['2024-02-14' 7800.0 297201.0]
2232	['2024-02-15' 7800.0 297201.0]
2233	['2024-02-16' 7800.0 297201.0]
2234	['2024-02-17' 7800.0 297201.0]
2235	['2024-02-18' 7800.0 297201.0]
2236	['2024-02-19' 7850.0 297201.0]
2237	['2024-02-20' 7910.0 297201.0]
2238	['2024-02-21' 7900.0 297201.0]
2239	['2024-02-22' 7880.0 297201.0]
2240	['2024-02-23' 7870.0 288801.0]
2241	['2024-02-24' 7870.0 288801.0]
2242	['2024-02-25' 7870.0 288801.0]
2243	['2024-02-26' 7880.0 288801.0]
2244	['2024-02-27' 7900.0 288801.0]
2245	['2024-02-28' 7990.0 288801.0]
2246	['2024-02-29' 8000.0 288801.0]
2247	['2024-03-01' 8050.0 293901.0]
2248	['2024-03-02' 8050.0 293901.0]
2249	['2024-03-03' 8050.0 293901.0]
2250	['2024-03-04' 7980.0 293901.0]
2251	['2024-03-05' 7990.0 293901.0]
2252	['2024-03-06' 8130.0 293901.0]
2253	['2024-03-07' 8140.0 293901.0]
2254	['2024-03-08' 8210.0 296101.0]
2255	['2024-03-09' 8210.0 296101.0]
2256	['2024-03-10' 8210.0 296101.0]
2257	['2024-03-11' 8140.0 296101.0]
2258	['2024-03-12' 8190.0 296101.0]
2259	['2024-03-13' 8160.0 296101.0]
2260	['2024-03-14' 8280.0 296101.0]
2261	['2024-03-15' 8250.0 311901.0]
2262	['2024-03-16' 8250.0 311901.0]
2263	['2024-03-17' 8250.0 311901.0]
2264	['2024-03-18' 8150.0 311901.0]
2265	['2024-03-19' 8140.0 311901.0]
2266	['2024-03-20' 8220.0 311901.0]
2267	['2024-03-21' 8360.0 311901.0]
2268	['2024-03-22' 8500.0 312101.0]
2269	['2024-03-23' 8500.0 312101.0]
2270	['2024-03-24' 8500.0 312101.0]
2271	['2024-03-25' 8440.0 312101.0]
2272	['2024-03-26' 8380.0 312101.0]
2273	['2024-03-27' 8260.0 312101.0]
2274	['2024-03-28' 8210.0 312101.0]
2275	['2024-03-29' 8260.0 317301.0]
2276	['2024-03-30' 8260.0 317301.0]
2277	['2024-03-31' 8260.0 317301.0]
2278	['2024-04-01' 8170.0 317301.0]
2279	['2024-04-02' 8290.0 317301.0]
2280	['2024-04-03' 8340.0 317301.0]
2281	['2024-04-04' 8340.0 317301.0]
2282	['2024-04-05' 8340.0 316801.0]
2283	['2024-04-06' 8340.0 316801.0]
2284	['2024-04-07' 8340.0 316801.0]
2285	['2024-04-08' 8350.0 316801.0]
2286	['2024-04-09' 8340.0 316801.0]
2287	['2024-04-10' 8460.0 316801.0]
2288	['2024-04-11' 8330.0 316801.0]
2289	['2024-04-12' 8230.0 315601.0]
2290	['2024-04-13' 8230.0 315601.0]
2291	['2024-04-14' 8230.0 315601.0]
2292	['2024-04-15' 8230.0 315601.0]
2293	['2024-04-16' 8200.0 315601.0]
2294	['2024-04-17' 8070.0 315601.0]
2295	['2024-04-18' 8040.0 315601.0]
2296	['2024-04-19' 8060.0 334901.0]
2297	['2024-04-20' 8060.0 334901.0]
2298	['2024-04-21' 8060.0 334901.0]
2299	['2024-04-22' 8080.0 334901.0]
2300	['2024-04-23' 8440.0 334901.0]
2301	['2024-04-24' 8530.0 334901.0]
2302	['2024-04-25' 8340.0 334901.0]
2303	['2024-04-26' 8400.0 331701.0]
2304	['2024-04-27' 8400.0 331701.0]
2305	['2024-04-28' 8400.0 331701.0]
2306	['2024-04-29' 8420.0 331701.0]
2307	['2024-04-30' 8390.0 331701.0]
2308	['2024-05-01' 8390.0 331701.0]
2309	['2024-05-02' 8390.0 331701.0]
2310	['2024-05-03' 8390.0 324501.0]
2311	['2024-05-04' 8390.0 324501.0]
2312	['2024-05-05' 8390.0 324501.0]
2313	['2024-05-06' 8610.0 324501.0]
2314	['2024-05-07' 8760.0 324501.0]
2315	['2024-05-08' 8810.0 324501.0]
2316	['2024-05-09' 8750.0 324501.0]
2317	['2024-05-10' 8650.0 330601.0]
2318	['2024-05-11' 8650.0 330601.0]
2319	['2024-05-12' 8650.0 330601.0]
2320	['2024-05-13' 8810.0 330601.0]
2321	['2024-05-14' 8930.0 330601.0]
2322	['2024-05-15' 8830.0 330601.0]
2323	['2024-05-16' 8770.0 330601.0]
2324	['2024-05-17' 8840.0 346501.0]
2325	['2024-05-18' 8840.0 346501.0]
2326	['2024-05-19' 8840.0 346501.0]
2327	['2024-05-20' 8770.0 346501.0]
2328	['2024-05-21' 8890.0 346501.0]
2329	['2024-05-22' 8890.0 346501.0]
2330	['2024-05-23' 8920.0 346501.0]
2331	['2024-05-24' 8960.0 374901.0]
2332	['2024-05-25' 8960.0 374901.0]
2333	['2024-05-26' 8960.0 374901.0]
2334	['2024-05-27' 8870.0 374901.0]
2335	['2024-05-28' 8990.0 374901.0]
2336	['2024-05-29' 9090.0 374901.0]
2337	['2024-05-30' 8970.0 374901.0]
2338	['2024-05-31' 8900.0 366701.0]
2339	['2024-06-01' 8900.0 366701.0]
2340	['2024-06-02' 8900.0 366701.0]
2341	['2024-06-03' 8720.0 366701.0]
2342	['2024-06-04' 8640.0 366701.0]
2343	['2024-06-05' 8630.0 366701.0]
2344	['2024-06-06' 8630.0 366701.0]
2345	['2024-06-07' 8690.0 357901.0]
2346	['2024-06-08' 8690.0 357901.0]
2347	['2024-06-09' 8690.0 357901.0]
2348	['2024-06-10' 8690.0 357901.0]
2349	['2024-06-11' 8620.0 357901.0]
2350	['2024-06-12' 8660.0 357901.0]
2351	['2024-06-13' 8480.0 357901.0]
2352	['2024-06-14' 8430.0 374901.0]
2353	['2024-06-15' 8430.0 374901.0]
2354	['2024-06-16' 8430.0 374901.0]
2355	['2024-06-17' 8260.0 374901.0]
2356	['2024-06-18' 8230.0 374901.0]
2357	['2024-06-19' 8450.0 374901.0]
2358	['2024-06-20' 8510.0 374901.0]
2359	['2024-06-21' 8380.0 386401.0]
2360	['2024-06-22' 8380.0 386401.0]
2361	['2024-06-23' 8380.0 386401.0]
2362	['2024-06-24' 8440.0 386401.0]
2363	['2024-06-25' 8320.0 386401.0]
2364	['2024-06-26' 8330.0 386401.0]
2365	['2024-06-27' 8330.0 386401.0]
2366	['2024-06-28' 8420.0 379601.0]
2367	['2024-06-29' 8420.0 379601.0]
2368	['2024-06-30' 8420.0 379601.0]
2369	['2024-07-01' 8550.0 379601.0]
2370	['2024-07-02' 8710.0 379601.0]
2371	['2024-07-03' 8670.0 379601.0]
2372	['2024-07-04' 8750.0 379601.0]
2373	['2024-07-05' 8740.0 385901.0]
2374	['2024-07-06' 8740.0 385901.0]
2375	['2024-07-07' 8740.0 385901.0]
2376	['2024-07-08' 8730.0 385901.0]
2377	['2024-07-09' 8590.0 385901.0]
2378	['2024-07-10' 8280.0 385901.0]
2379	['2024-07-11' 8340.0 385901.0]
2380	['2024-07-12' 8460.0 387401.0]
2381	['2024-07-13' 8460.0 387401.0]
2382	['2024-07-14' 8460.0 387401.0]
2383	['2024-07-15' 8430.0 387401.0]
2384	['2024-07-16' 8410.0 387401.0]
2385	['2024-07-17' 8460.0 387401.0]
2386	['2024-07-18' 8540.0 387401.0]
2387	['2024-07-19' 8560.0 400101.0]
2388	['2024-07-20' 8560.0 400101.0]
2389	['2024-07-21' 8560.0 400101.0]
2390	['2024-07-22' 8750.0 400101.0]
2391	['2024-07-23' 8810.0 400101.0]
2392	['2024-07-24' 8850.0 400101.0]
2393	['2024-07-25' 8820.0 400101.0]
2394	['2024-07-26' 8960.0 410901.0]
2395	['2024-07-27' 8960.0 410901.0]
2396	['2024-07-28' 8960.0 410901.0]
2397	['2024-07-29' 8820.0 410901.0]
2398	['2024-07-30' 8650.0 410901.0]
2399	['2024-07-31' 8440.0 410901.0]
2400	['2024-08-01' 8570.0 410901.0]
2401	['2024-08-02' 8520.0 416401.0]
2402	['2024-08-03' 8520.0 416401.0]
2403	['2024-08-04' 8520.0 416401.0]
2404	['2024-08-05' 8430.0 416401.0]
2405	['2024-08-06' 8080.0 416401.0]
2406	['2024-08-07' 8040.0 416401.0]
2407	['2024-08-08' 8130.0 416401.0]
2408	['2024-08-09' 8220.0 415401.0]
2409	['2024-08-10' 8220.0 415401.0]
2410	['2024-08-11' 8220.0 415401.0]
2411	['2024-08-12' 8200.0 415401.0]
2412	['2024-08-13' 8050.0 415401.0]
2413	['2024-08-14' 8000.0 415401.0]
2414	['2024-08-15' 7990.0 415401.0]
2415	['2024-08-16' 8030.0 416701.0]
2416	['2024-08-17' 8030.0 416701.0]
2417	['2024-08-18' 8030.0 416701.0]
2418	['2024-08-19' 8040.0 416701.0]
2419	['2024-08-20' 8030.0 416701.0]
2420	['2024-08-21' 8080.0 416701.0]
2421	['2024-08-22' 8180.0 416701.0]
2422	['2024-08-23' 8180.0 412901.0]
2423	['2024-08-24' 8180.0 412901.0]
2424	['2024-08-25' 8180.0 412901.0]
2425	['2024-08-26' 8240.0 412901.0]
2426	['2024-08-27' 8330.0 412901.0]
2427	['2024-08-28' 8330.0 412901.0]
2428	['2024-08-29' 8280.0 412901.0]
2429	['2024-08-30' 8460.0 399801.0]
2430	['2024-08-31' 8460.0 399801.0]
2431	['2024-09-01' 8460.0 399801.0]
2432	['2024-09-02' 8310.0 399801.0]
2433	['2024-09-03' 8660.0 399801.0]
2434	['2024-09-04' 8740.0 399801.0]
2435	['2024-09-05' 8820.0 399801.0]
2436	['2024-09-06' 8790.0 391101.0]
2437	['2024-09-07' 8790.0 391101.0]
2438	['2024-09-08' 8790.0 391101.0]
2439	['2024-09-09' 8640.0 391101.0]
2440	['2024-09-10' 8620.0 391101.0]
2441	['2024-09-11' 8700.0 391101.0]
2442	['2024-09-12' 8720.0 391101.0]
2443	['2024-09-13' 8810.0 375001.0]
2444	['2024-09-14' 8810.0 375001.0]
2445	['2024-09-15' 8810.0 375001.0]
2446	['2024-09-16' 8810.0 375001.0]
2447	['2024-09-17' 8810.0 375001.0]
2448	['2024-09-18' 9160.0 375001.0]
2449	['2024-09-19' 9180.0 375001.0]
2450	['2024-09-20' 9200.0 361301.0]
2451	['2024-09-21' 9200.0 361301.0]
2452	['2024-09-22' 9200.0 361301.0]
2453	['2024-09-23' 9240.0 361301.0]
2454	['2024-09-24' 9220.0 361301.0]
2455	['2024-09-25' 9310.0 361301.0]
2456	['2024-09-26' 9430.0 361301.0]
2457	['2024-09-27' 9540.0 362301.0]
2458	['2024-09-28' 9540.0 362301.0]
2459	['2024-09-29' 9540.0 362301.0]
2460	['2024-09-30' 9460.0 362301.0]
2461	['2024-10-01' 9460.0 362301.0]
2462	['2024-10-02' 9460.0 362301.0]
2463	['2024-10-03' 9460.0 362301.0]
2464	['2024-10-04' 9460.0 369801.0]
2465	['2024-10-05' 9460.0 369801.0]
2466	['2024-10-06' 9460.0 369801.0]
2467	['2024-10-07' 9460.0 369801.0]
2468	['2024-10-08' 9590.0 369801.0]
2469	['2024-10-09' 9650.0 369801.0]
